list_name,name,label::English,label::Arabic
job_loss_reason,inability_to_access_workplace,Inability to physically access workplace,??? ?????? ??? ?????? ?????? ??? ???? ?????
job_loss_reason,new_responsibilites,New responsibilities (e.g. caring for family members),???????? ????? (??? ????? ????? ??????)
job_loss_reason,don't_know,Don't know,?? ????
job_loss_reason,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
job_loss_reason,other,Other,???
barriers_to_aid,did_not_apply,Did not apply,?? ?????
barriers_to_aid,inaccessible_area,"Residing in an inaccessible area (e.g. remote, insecure)",??????? ?? ????? ???? ?????? ????? (??? ???? ?????? ? ????? ? ??? ????)
barriers_to_aid,providers_dont_operate,Residing in an area where providers do not operate,??????? ?? ????? ?? ???? ???? ????? ??????
barriers_to_aid,political_affiliation,Denied as a result of political affiliation,??? ???? ???????? ???????
barriers_to_aid,deemed_inieligible,"Was deemed ineligible (e.g. working family members, high income, insufficient damage to structure)",?? ??????? ??? ???? (??? ???? ?????? ? ????? ?????? ??????? ? ????? ??????? ? ??? ????? ??????? ???? ???? ???????)
barriers_to_aid,lack_resources,Lack of resources by providers,??? ??????? ?? ??? ????? ???????
barriers_to_aid,lack_documentation,Lack of documentation,??? ???? ?????
barriers_to_aid,not_understanding_procedures,Did not understand application procedures,?? ???? ??????? ???????
barriers_to_aid,donot_know_application,Did not know how to apply,?? ???? ????? ???????
barriers_to_aid,don_t_know,Don't know,?? ????
barriers_to_aid,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
barriers_to_aid,other,Other,????
aid_preferred,none,Do not want to receive humanitarian assistance,?? ???? ?? ????? ???????? ?????????
aid_preferred,in_kind_food,In-kind (food),????? (????)
aid_preferred,in_kind_nfi,In-kind (NFIs),????? (??? ??????)
aid_preferred,physical_cash,Physical cash,????? ??????
aid_preferred,bank_tranfers,Cash via bank transfer;,????? ??? ??????? ???????
aid_preferred,prepaid_cards,Cash via prepaid cards,????? ??? ???????? ???????? ??????
aid_preferred,mobile_money,Cash via mobile money,????? ?? ???? ?????? ??????? 
aid_preferred,vouchers,Vouchers,???????
aid_preferred,services,"Services (e.g. healthcare,education, etc.)",??????? (??? ??????? ?????? ???????? ??? ??? ???)
aid_preferred,other,Other (please specify),???? (???? ???????)
aid_preferred,dont_know,Don’t know,?? ????
aid_preferred,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
info_needed,latest_news,News on what is happening here (including security situation),????? ??? ?? ???? ??? (??? ?? ??? ????? ??????)
info_needed,covid_news,News on COVID-19 situation,????? ?? ?????? ????? ?????? ??????
info_needed,missing_persons,Finding missing people,????? ?? ??????? ?????????
info_needed,replacing_missing_docs,How to replace missing documents,????? ??????? ????????? ????????
info_needed,contacting_family_members,How to contact family members,????? ??????? ?????? ??????
info_needed,returning_info,Information about returning to area of origin,??????? ??? ?????? ??? ????? ??????
info_needed,transting_info,Information on transiting to a different shelter,??????? ?? ???????? ??? ???? ???
info_needed,registering_for_aid,How to register for aid,????? ??????? ?????? ??? ????????
info_needed,getting_water,How to get water,????? ?????? ??? ?????
info_needed,getting_food,How to get food,????? ?????? ??? ??????
info_needed,getting_shelter,How to get shelter/ accommodation/ shelter materials,????? ?????? ???  ????? / ??????/ ????? ?????
info_needed,getting_meds,How to get healthcare/ medical attention,????? ?????? ??? ??????? ?????? / ??????? ??????
info_needed,getting_help,How to get help after attack or harassment,??? ???? ??? ???????? ??? ???????? ?? ??????
info_needed,safety_measures,How to stay safe to prevent attack/ harassment,??? ????? ??? ?????? ???? ?????? / ??????
info_needed,accessing_education,How to access education,????? ?????? ??? ???????
info_needed,finding_work,How to find work,??? ??? ???
info_needed,providing_feedback,How to provide feedback on aid you are receiving,????? ????? ??????? ??? ???????? ???? ???????
info_needed,other,Other,????
info_needed,none,None,?? ???
preferred_channel,phone_call,Phone call,?????? ??????
preferred_channel,sms,SMS,????? ????
preferred_channel,social_media,"Social media (Twitter, Facebook, etc.)",????? ??????? ????????? (?????? ??????? ?????)
preferred_channel,whatsapp,Whatsapp or other mobile phone based platform,?????? ?? ?? ????? ???? ????? ??? ?????? ???????
preferred_channel,television,Television,???????
preferred_channel,newspaper,Newspapers,?????
preferred_channel,magazines,Magazines,???????
preferred_channel,film,Film or theatre,???? ?? ??????
preferred_channel,aid_worker,In person face-to-face with aid worker,????? ???? ?? ???? ???????
preferred_channel,community_leader,In person face-to-face with community leader,????? ???? ?? ??? ???? ???????
preferred_channel,dont_know,Don't know,?? ????
preferred_channel,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
preferred_channel,other,"Other, specify",????? ???? ???????
children_enroll,all,All of them,??????
children_enroll,some,Some of them,?????
children_enroll,none,None of them,?? ??? ????
children_enroll,dont_know,Don't know,?? ????
children_enroll,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
